DATE COMMITTED,TIME COMMITTED,CRIME,ADDRESS
13/04/2017,8:00:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
21/04/2017,1:20:00 AM,"CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property)","Pila , Bulilan Norte (Pob.)"
27/04/2017,9:30:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
28/04/2017,8:10:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
29/04/2017,1:30:00 PM,CONSUMMATED - THEFT -RPC Art. 308 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
29/04/2017,1:30:00 PM,CONSUMMATED - THEFT -RPC Art. 308 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
21/05/2017,1:50:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
02/06/2017,5:40:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
03/06/2017,7:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
28/06/2017,9:30:00 PM,CONSUMMATED - SERIOUS PHYSICAL INJURIES -RPC Art. 263  (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
28/06/2017,9:30:00 PM,CONSUMMATED - SERIOUS PHYSICAL INJURIES -RPC Art. 263  (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
29/06/2017,8:00:00 AM,CONSUMMATED - SERIOUS PHYSICAL INJURIES -RPC Art. 263  (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
02/07/2017,7:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
14/07/2017,11:45:00 PM,"CONSUMMATED - COMPREHENSIVE LAW ON FIREARMS AND AMMUNITION -RA 10591 (covers RA 9516, RA 8294 and PD 1866) (Republic Act)","Pila , Bulilan Norte (Pob.)"
03/08/2017,3:00:00 AM,"CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property)","Pila , Bulilan Norte (Pob.)"
09/08/2017,11:20:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
07/09/2017,10:20:00 PM,ATTEMPTED - HOMICIDE -RPC Art. 249  (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
27/01/2017,8:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
09/09/2017,9:30:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
15/09/2017,10:00:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
19/09/2017,9:35:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
19/09/2017,5:15:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
22/09/2017,11:50:00 PM,"CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property)","Pila , Bulilan Norte (Pob.)"
02/10/2017,2:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
04/10/2017,3:20:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
05/10/2017,10:00:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
13/10/2017,7:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
14/10/2017,10:20:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
27/10/2017,6:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
29/10/2017,11:45:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
01/11/2017,9:50:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
13/11/2017,6:45:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
16/11/2017,1:00:00 PM,"CONSUMMATED - NEW ANTI-CARNAPPING ACT OF 2016 - MC-RA 10883 (repealed RA 6539) (Republic Act),CONSUMMATED - ANTI-FENCING LAW 0F 1979 -RA 1612  (Republic Act)","Pila , Bulilan Norte (Pob.)"
16/11/2017,1:00:00 PM,"CONSUMMATED - NEW ANTI-CARNAPPING ACT OF 2016 - MC-RA 10883 (repealed RA 6539) (Republic Act),CONSUMMATED - ANTI-FENCING LAW 0F 1979 -RA 1612  (Republic Act)","Pila , Bulilan Norte (Pob.)"
16/11/2017,1:00:00 PM,"CONSUMMATED - NEW ANTI-CARNAPPING ACT OF 2016 - MC-RA 10883 (repealed RA 6539) (Republic Act),CONSUMMATED - ANTI-FENCING LAW 0F 1979 -RA 1612  (Republic Act)","Pila , Bulilan Norte (Pob.)"
27/11/2017,10:40:00 PM,"CONSUMMATED - COMPREHENSIVE LAW ON FIREARMS AND AMMUNITION -RA 10591 (covers RA 9516, RA 8294 and PD 1866) (Republic Act)","Pila , Bulilan Norte (Pob.)"
02/12/2017,9:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
10/12/2017,3:50:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
08/12/2017,8:10:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
23/12/2017,4:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
29/12/2017,8:40:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
31/12/2017,8:40:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
05/01/2018,4:45:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
18/01/2018,12:40:00 PM,CONSUMMATED - THEFT -RPC Art. 308 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
26/01/2018,2:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
25/01/2018,6:07:00 PM,CONSUMMATED - THEFT -RPC Art. 308 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
11/02/2018,7:55:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
13/02/2018,7:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
14/02/2018,5:45:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
14/02/2018,5:45:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
19/02/2018,7:45:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
21/02/2018,7:55:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
12/02/2018,12:01:00 AM,CONSUMMATED - NEW ANTI-CARNAPPING ACT OF 2016 - MC-RA 10883 (repealed RA 6539) (Republic Act),"Pila , Bulilan Norte (Pob.)"
02/03/2018,6:40:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
03/03/2018,5:20:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
19/03/2018,11:50:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act)","Pila , Bulilan Norte (Pob.)"
23/03/2018,9:05:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
28/03/2018,4:40:00 AM,CONSUMMATED - ROBBERY -RPC Art. 293  (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
02/04/2018,12:40:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
10/04/2018,12:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
14/04/2018,6:30:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
15/04/2018,11:50:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
25/04/2018,7:00:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
06/05/2018,8:40:00 PM,"CONSUMMATED - LAND TRANSPORTATION AND TRAFFIC CODE (COMPULSARY REGISTRATION OF MOTOR VEHICLES)-RPC Art. 4136  as amended by BP Blg 74 (Quasi-Offenses),CONSUMMATED - MOTORCYCLE HELMET ACT OF 2009-RA 10054 (Republic Act),CONSUMMATED - RESISTANCE AND DISOBEDIENCE TO A PERSON IN AUTHORITY OR THE AGENTS OF SUCH PERSON -RPC Art. 151  (Crimes Against Popular Representation)","Pila , Bulilan Norte (Pob.)"
08/05/2018,2:30:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
08/05/2018,2:30:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
09/05/2018,4:50:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
13/05/2018,10:02:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
21/05/2018,6:15:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
12/06/2018,10:40:00 PM,CONSUMMATED - RESISTANCE AND DISOBEDIENCE TO A PERSON IN AUTHORITY OR THE AGENTS OF SUCH PERSON -RPC Art. 151  (Crimes Against Popular Representation),"Pila , Bulilan Norte (Pob.)"
18/06/2018,3:30:00 PM,CONSUMMATED - ANTI-GAMBLING LAW -PD 1602  (Presedential Decree),"Pila , Bulilan Norte (Pob.)"
18/06/2018,3:30:00 PM,CONSUMMATED - ANTI-GAMBLING LAW -PD 1602  (Presedential Decree),"Pila , Bulilan Norte (Pob.)"
18/06/2018,3:30:00 PM,CONSUMMATED - ANTI-GAMBLING LAW -PD 1602  (Presedential Decree),"Pila , Bulilan Norte (Pob.)"
21/06/2018,3:35:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
23/06/2018,7:35:00 AM,FRUSTRATED - HOMICIDE -RPC Art. 249  (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
23/06/2018,7:35:00 AM,FRUSTRATED - HOMICIDE -RPC Art. 249  (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
01/07/2018,4:24:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
23/06/2018,7:35:00 AM,FRUSTRATED - HOMICIDE -RPC Art. 249  (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
14/07/2018,12:55:00 PM,CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act),"Pila , Bulilan Norte (Pob.)"
30/07/2018,12:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
09/08/2018,5:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
10/08/2018,9:45:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
08/09/2018,5:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
15/09/2018,6:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
28/09/2018,12:30:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
13/10/2018,11:30:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
13/10/2018,1:40:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
10/10/2018,10:30:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
10/10/2018,7:30:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
16/11/2018,3:50:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
20/11/2018,1:40:00 PM,"CONSUMMATED - LAND TRANSPORTATION AND TRAFFIC CODE (COMPULSARY REGISTRATION OF MOTOR VEHICLES)-RPC Art. 4136  as amended by BP Blg 74 (Quasi-Offenses),CONSUMMATED - RESISTANCE AND DISOBEDIENCE TO A PERSON IN AUTHORITY OR THE AGENTS OF SUCH PERSON -RPC Art. 151  (Crimes Against Popular Representation)","Pila , Bulilan Norte (Pob.)"
27/11/2018,2:00:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
06/12/2018,10:30:00 PM,CONSUMMATED - DIRECT ASSAULTS -RPC Art. 148  (Crimes Against Popular Representation),"Pila , Bulilan Norte (Pob.)"
23/12/2018,2:00:00 AM,CONSUMMATED - ROBBERY -RPC Art. 293  (Crimes Against Property),"Pila , Bulilan Norte (Pob.)"
12/01/2019,12:30:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
18/01/2019,6:45:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
31/01/2019,2:55:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
16/02/2019,5:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
17/02/2019,4:40:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
23/02/2019,7:30:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
01/03/2019,2:00:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
20/03/2019,1:30:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
24/03/2019,8:40:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
26/03/2019,10:50:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
26/03/2019,7:00:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
30/03/2019,1:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Norte (Pob.)"
10/04/2019,11:40:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
10/04/2019,11:40:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Bulilan Norte (Pob.)"
