DATE COMMITTED,TIME COMMITTED,CRIME,ADDRESS
18/01/2020,1:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Sur (Pob.)"
03/03/2020,11:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Sur (Pob.)"
08/05/2020,9:10:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Sur (Pob.)"
12/05/2020,8:05:00 AM,"CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property)","Pila , Bulilan Sur (Pob.)"
20/07/2020,9:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Sur (Pob.)"
22/07/2020,7:00:00 PM,CONSUMMATED - NEW ANTI-CARNAPPING ACT OF 2016 - MC-RA 10883 (repealed RA 6539) (Republic Act),"Pila , Bulilan Sur (Pob.)"
23/09/2020,8:40:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Sur (Pob.)"
27/09/2020,7:40:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Bulilan Sur (Pob.)"
09/01/2021,12:15:00 PM,CONSUMMATED - RESISTANCE AND DISOBEDIENCE TO A PERSON IN AUTHORITY OR THE AGENTS OF SUCH PERSON -RPC Art. 151  (Crimes Against Popular Representation),"Pila , Bulilan Sur (Pob.)"
16/02/2021,1:00:00 AM,"CONSUMMATED - AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF PRESIDENTIAL DECREE NO. 1602, AND FOR OTHER PURPOSES-RA 9287 amending pd 1602 (Republic Act)","Pila , Bulilan Sur (Pob.)"
17/02/2021,6:30:00 AM,"CONSUMMATED - COMPREHENSIVE LAW ON FIREARMS AND AMMUNITION -RA 10591 (covers RA 9516, RA 8294 and PD 1866) (Republic Act)","Pila , Bulilan Sur (Pob.)"
18/02/2021,3:13:00 AM,"CONSUMMATED - AN ACT INCREASING THE PENALTIES FOR ILLEGAL NUMBERS GAMES, AMENDING CERTAIN PROVISIONS OF PRESIDENTIAL DECREE NO. 1602, AND FOR OTHER PURPOSES-RA 9287 amending pd 1602 (Republic Act)","Pila , Bulilan Sur (Pob.)"
26/02/2021,1:30:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Sur (Pob.)"
09/03/2021,6:30:00 AM,"CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property)","Pila , Bulilan Sur (Pob.)"
18/03/2021,7:30:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Sur (Pob.)"
08/05/2021,11:00:00 AM,CONSUMMATED - CITY/MUNICIPAL ORDINANCE- (Ordinances),"Pila , Bulilan Sur (Pob.)"
08/05/2021,11:00:00 AM,CONSUMMATED - CITY/MUNICIPAL ORDINANCE- (Ordinances),"Pila , Bulilan Sur (Pob.)"
08/05/2021,11:00:00 AM,CONSUMMATED - CITY/MUNICIPAL ORDINANCE- (Ordinances),"Pila , Bulilan Sur (Pob.)"
08/05/2021,11:00:00 AM,CONSUMMATED - CITY/MUNICIPAL ORDINANCE- (Ordinances),"Pila , Bulilan Sur (Pob.)"
08/05/2021,11:00:00 AM,CONSUMMATED - CITY/MUNICIPAL ORDINANCE- (Ordinances),"Pila , Bulilan Sur (Pob.)"
08/05/2021,11:00:00 AM,CONSUMMATED - CITY/MUNICIPAL ORDINANCE- (Ordinances),"Pila , Bulilan Sur (Pob.)"
08/05/2021,11:00:00 AM,CONSUMMATED - CITY/MUNICIPAL ORDINANCE- (Ordinances),"Pila , Bulilan Sur (Pob.)"
08/05/2021,11:00:00 AM,CONSUMMATED - CITY/MUNICIPAL ORDINANCE- (Ordinances),"Pila , Bulilan Sur (Pob.)"
08/05/2021,11:00:00 AM,CONSUMMATED - CITY/MUNICIPAL ORDINANCE- (Ordinances),"Pila , Bulilan Sur (Pob.)"
27/05/2021,12:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Bulilan Sur (Pob.)"
04/08/2021,10:05:00 PM,"CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property)","Pila , Bulilan Sur (Pob.)"
10/10/2021,2:00:00 PM,"CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property)","Pila , Bulilan Sur (Pob.)"
02/03/2016,2:30:00 PM,CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act),"Pila , Concepcion"
16/07/2016,11:10:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Concepcion"
08/06/2016,11:00:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Concepcion"
16/04/2017,9:30:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Concepcion"
22/05/2017,8:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Concepcion"
05/06/2017,2:50:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Concepcion"
05/07/2017,3:00:00 PM,CONSUMMATED - ANTI-GAMBLING LAW -PD 1602  (Presedential Decree),"Pila , Concepcion"
11/02/2018,7:00:00 PM,CONSUMMATED - SERIOUS PHYSICAL INJURIES -RPC Art. 263  (Crimes Against Persons),"Pila , Concepcion"
11/02/2018,7:00:00 PM,CONSUMMATED - SERIOUS PHYSICAL INJURIES -RPC Art. 263  (Crimes Against Persons),"Pila , Concepcion"
11/02/2018,7:00:00 PM,CONSUMMATED - SERIOUS PHYSICAL INJURIES -RPC Art. 263  (Crimes Against Persons),"Pila , Concepcion"
11/02/2018,7:00:00 PM,CONSUMMATED - SERIOUS PHYSICAL INJURIES -RPC Art. 263  (Crimes Against Persons),"Pila , Concepcion"
22/03/2018,10:00:00 AM,CONSUMMATED - GRAVE THREATS -RPC Art. 282  (Crimes Against Personal Liberty And Security),"Pila , Concepcion"
18/09/2018,10:30:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Concepcion"
16/05/2019,9:15:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Concepcion"
05/12/2019,8:20:00 AM,CONSUMMATED - LESS SERIOUS PHYSICAL INJURIES -RPC Art. 265 (Crimes Against Persons),"Pila , Concepcion"
05/12/2019,8:20:00 AM,CONSUMMATED - LESS SERIOUS PHYSICAL INJURIES -RPC Art. 265 (Crimes Against Persons),"Pila , Concepcion"
21/12/2019,2:30:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Concepcion"
17/04/2020,11:04:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Concepcion"
07/10/2020,5:30:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Concepcion"
10/05/2021,3:40:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Concepcion"
06/04/2019,8:00:00 AM,CONSUMMATED - SWINDLING (ESTAFA) -RPC Art. 315 as amended by PD 1689 (Crimes Against Property),"Pila , Concepcion"
06/04/2019,8:00:00 AM,CONSUMMATED - SWINDLING (ESTAFA) -RPC Art. 315 as amended by PD 1689 (Crimes Against Property),"Pila , Concepcion"
04/07/2021,3:10:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Concepcion"
10/07/2021,9:20:00 PM,CONSUMMATED - ANTI-GAMBLING LAW -PD 1602  (Presedential Decree),"Pila , Concepcion"
10/07/2021,9:20:00 PM,CONSUMMATED - ANTI-GAMBLING LAW -PD 1602  (Presedential Decree),"Pila , Concepcion"
10/07/2021,9:20:00 PM,CONSUMMATED - ANTI-GAMBLING LAW -PD 1602  (Presedential Decree),"Pila , Concepcion"
03/03/2016,5:00:00 PM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Labuin"
25/03/2016,2:15:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Labuin"
02/05/2016,9:30:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
04/04/2016,8:45:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
16/04/2016,10:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
07/01/2016,4:45:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
14/01/2016,5:50:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
20/01/2016,4:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
21/03/2016,3:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
24/01/2016,4:30:00 PM,CONSUMMATED - MURDER -RPC Art. 248  (Crimes Against Persons),"Pila , Labuin"
25/03/2016,3:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
06/02/2016,1:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
08/02/2016,2:20:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
14/02/2016,9:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
03/01/2016,3:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
27/05/2016,9:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
10/06/2016,10:50:00 PM,CONSUMMATED - SLIGHT PHYSICAL INJURIES AND MALTREATMENT -RPC Art. 266  (Crimes Against Persons),"Pila , Labuin"
10/06/2016,10:50:00 PM,CONSUMMATED - SLIGHT PHYSICAL INJURIES AND MALTREATMENT -RPC Art. 266  (Crimes Against Persons),"Pila , Labuin"
15/06/2016,7:00:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
18/06/2016,8:30:00 AM,CONSUMMATED - SERIOUS PHYSICAL INJURIES -RPC Art. 263  (Crimes Against Persons),"Pila , Labuin"
06/07/2016,8:30:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
17/08/2016,7:45:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
23/08/2016,4:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
08/09/2016,9:30:00 PM,CONSUMMATED - MALICIOUS MISCHIEF -RPC Art. 327 (Crimes Against Property),"Pila , Labuin"
08/09/2016,9:30:00 PM,CONSUMMATED - MALICIOUS MISCHIEF -RPC Art. 327 (Crimes Against Property),"Pila , Labuin"
06/09/2016,3:15:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
18/09/2016,3:00:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Labuin"
18/09/2016,3:00:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Labuin"
18/09/2016,3:00:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Labuin"
12/10/2016,9:50:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
26/10/2016,8:00:00 PM,CONSUMMATED - SERIOUS PHYSICAL INJURIES -RPC Art. 263  (Crimes Against Persons),"Pila , Labuin"
26/10/2016,8:00:00 PM,CONSUMMATED - SERIOUS PHYSICAL INJURIES -RPC Art. 263  (Crimes Against Persons),"Pila , Labuin"
07/11/2016,12:40:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Labuin"
17/11/2016,8:20:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
19/11/2016,1:10:00 AM,CONSUMMATED - ROBBERY -RPC Art. 293  (Crimes Against Property),"Pila , Labuin"
03/12/2016,6:30:00 PM,CONSUMMATED - QUALIFIED TRESPASS TO DWELLING -RPC Art. 280  (Crimes Against Personal Liberty And Security),"Pila , Labuin"
21/12/2016,2:30:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Labuin"
23/12/2016,7:50:00 PM,CONSUMMATED - SERIOUS PHYSICAL INJURIES -RPC Art. 263  (Crimes Against Persons),"Pila , Labuin"
03/01/2017,2:20:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
14/01/2017,1:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
21/12/2016,1:00:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
27/02/2017,6:30:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
04/03/2017,4:40:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
07/04/2017,2:25:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
14/04/2017,12:25:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
12/05/2017,6:45:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
19/05/2017,12:01:00 AM,CONSUMMATED - THEFT -RPC Art. 308 (Crimes Against Property),"Pila , Labuin"
30/05/2017,10:30:00 PM,CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act),"Pila , Labuin"
11/06/2017,5:20:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Labuin"
20/06/2017,7:20:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
21/06/2017,12:30:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Labuin"
30/06/2017,9:30:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
04/07/2017,7:20:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
16/07/2017,1:45:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
25/07/2017,1:10:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
28/07/2017,11:00:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
03/08/2017,9:40:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
03/09/2017,3:20:00 AM,"CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - SALE, TRADING, ADMINISTRATION, DISPENSATION, DELIVERY, DISTRIBUTION AND TRANSPORTATION OF DANGEROUS DRUGS-RA 9165 Article II Section 5 para 1 (Republic Act),CONSUMMATED - COMPREHENSIVE DANGEROUS DRUGS ACT OF 2002 - POSSESSION OF DANGEROUS DRUGS-RA 9165 Article II Section 11 (Republic Act)","Pila , Labuin"
01/09/2017,11:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
05/09/2017,12:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
26/09/2017,11:30:00 AM,CONSUMMATED - THEFT -RPC Art. 308 (Crimes Against Property),"Pila , Labuin"
11/10/2017,4:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
14/10/2017,7:20:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
15/10/2017,6:30:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
16/10/2017,11:00:00 AM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY-RPC Art 365 (Crimes Against Persons),"Pila , Labuin"
23/10/2017,2:40:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
14/11/2017,1:30:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
13/11/2017,9:00:00 PM,CONSUMMATED - NEW ANTI-CARNAPPING ACT OF 2016 - MC-RA 10883 (repealed RA 6539) (Republic Act),"Pila , Labuin"
13/11/2017,9:00:00 PM,CONSUMMATED - NEW ANTI-CARNAPPING ACT OF 2016 - MC-RA 10883 (repealed RA 6539) (Republic Act),"Pila , Labuin"
01/01/2018,2:43:00 PM,CONSUMMATED - RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY-RPC Art 365 (Crimes Against Property),"Pila , Labuin"
